,title,headline
1162,How to Breed Hamsters,"##STEP##Decide what type of hamsters you want.,##STEP##Get a male and female.,##STEP##Look for hamsters that are in good health.,##STEP##Buy two large cages for your hamsters.,##STEP##When you bring each of your hamsters home, allow it at least a day alone.,##STEP##Wait until the female is in heat.,##STEP##Put the female into the male's cage.,##STEP##Isolate your female hamster once the mating is over.,##STEP##Wait.,##STEP##Look for the babies.,##STEP##Allow the mother to nurse for three weeks without any disturbance, not even cleaning the cage.,##STEP##Wait three and a half weeks."
1163,How to Mourn a Hamster's Death,"##STEP##Prepare for the burial.,##STEP##Bury your hamster.,##STEP##Place a marker and complete your ceremony.,##STEP##Experience your grief.,##STEP##Talk about it.,##STEP##Try writing down your feelings.,##STEP##Take your time."
1164,How to Take Care of a Found Injured Hamster,"##STEP##Look at your hamster’s injuries.,##STEP##Call your veterinarian.,##STEP##Gather your treatment supplies.,##STEP##Let your hamster heal himself.,##STEP##Restrain your hamster.,##STEP##Clean the wound.,##STEP##Disinfect and treat the wound.,##STEP##Place your hamster back in his cage.,##STEP##Determine what caused the injury.,##STEP##Give your hamster first aid.,##STEP##Take your hamster to your veterinarian.,##STEP##Treat the injury.,##STEP##Care for your hamster at home.,##STEP##Remove any hazards from his cage."
1165,How to Keep Your Hamster Comfortable When It is Sick or Dying,"##STEP##Move your hamster to a separate habitat.,##STEP##Clean the original habitat.,##STEP##Warm your hamster.,##STEP##Hold your hamster for warmth and comfort.,##STEP##Replace your hamster’s food and water.,##STEP##Put food and water dishes close to your hamster.,##STEP##Increase your hamster’s protein intake.,##STEP##Provide sufficient liquids.,##STEP##Feed your hamster by hand or syringe.,##STEP##Avoid allowing your hamster to eat too much at one time.,##STEP##Watch for mild signs of illness.,##STEP##Look out for signs of severe illness or death.,##STEP##Observe behavioral signs of illness or death.,##STEP##See your vet."
1166,How to Make Your Hamster Live Longer1,"##STEP##Choose the right cage.,##STEP##Clean the cage regularly.,##STEP##Make sure your hamster gets exercise.,##STEP##Feed your hamster a balanced diet.,##STEP##Provide plenty of water."
1167,How to Know if Your Hamster Is Healthy1,"##STEP##Check your hamster's nose.,##STEP##Watch your hamster's eyes.,##STEP##Look at your hamster's bottom."
1168,How to Keep a Hamster Cool in Hot Weather,"##STEP##Watch for overheating.,##STEP##Move his cage to cooler part of the house.,##STEP##Use a fan.,##STEP##Avoid direct sunlight.,##STEP##Well ventilate the cage.,##STEP##Use cool water.,##STEP##Limit playing.,##STEP##Never leave your hamster in a hot car.,##STEP##Give frozen treats.,##STEP##Provide a frozen water bottle.,##STEP##Freeze bath sand.,##STEP##Freeze his ceramic housing.,##STEP##Drape a frozen towel over or around the cage."
1169,How to Make Your Hamster Live Longer2,"##STEP##Watch for signs of poor health.,##STEP##Take your hamster to the vet when necessary.,##STEP##Keep your hamster's nails and teeth filed down.,##STEP##Help your hamster maintain a healthy weight."
1170,How to Make Your Hamster Live Longer3,"##STEP##Keep your hamster's cage in a safe place.,##STEP##Allow your hamster to live alone.,##STEP##Do not let your hamster out of his cage unsupervised.,##STEP##Choose the right wheel."
1171,How to Know if Your Hamster Is Healthy2,"##STEP##Examine your hamster's skin and hair.,##STEP##Look at your hamster's teeth.,##STEP##Inspect your hamster's nails.,##STEP##Watch for lumps.,##STEP##Weigh your hamster."
1172,How to Know if Your Hamster Is Healthy3,"##STEP##Recognize healthy behavior.,##STEP##Keep an eye on water consumption.,##STEP##Monitor urine color.,##STEP##Be wary of changes in movement."
1173,How to Diagnose Tumors in Hamsters,"##STEP##Look for lumps on the belly.,##STEP##Watch for lumps in the armpit and neck.,##STEP##Check for wart-like lumps on the skin.,##STEP##Examine the lump for redness and heat.,##STEP##Notice how quickly the lumps grow.,##STEP##Detect a decreased appetite.,##STEP##Take note of digestive upset.,##STEP##Check for hair loss.,##STEP##Determine if your hamster is extra thirsty.,##STEP##Watch for changes in behavior.,##STEP##Take your hamster to your vet.,##STEP##Allow your vet to take a tumor sample.,##STEP##Discuss treatment options."
1174,How to Get an Overweight Hamster to Lose Weight,"##STEP##Choose a high-quality hamster food.,##STEP##Look at the label.,##STEP##Consider reducing how much food you provide.,##STEP##Keep your hamster’s food in a dish.,##STEP##Be aware that hamsters are active animals.,##STEP##Give your hamster a bigger cage.,##STEP##Give your hamster a hamster wheel.,##STEP##Allow the hamster to explore in a hamster ball.,##STEP##Have your hamster examined by a vet.,##STEP##Provide plenty of fresh, clean water.,##STEP##Keep its teeth trimmed."
1175,How to Euthanize a Sick Hamster,"##STEP##Observe your hamster’s behavior.,##STEP##Monitor how much your hamster eats and drinks.,##STEP##Take your hamster to your veterinarian.,##STEP##Talk to your veterinarian.,##STEP##Decide if euthanizing is best for you or for your hamster.,##STEP##Schedule an appointment with your veterinarian.,##STEP##Decide to bury or cremate your hamster.,##STEP##Spend extra time with your hamster.,##STEP##Allow your veterinarian to euthanize your hamster.,##STEP##Give yourself time to grieve.,##STEP##Contact local pet loss support groups.,##STEP##Encourage your children to express their feelings.,##STEP##Decide when to get another pet."
1176,How to Diagnose and Treat a Dehydrated Hamster,"##STEP##Pinch your hamster’s skin.,##STEP##Look at your hamster’s body.,##STEP##Observe your hamster’s behavior.,##STEP##Rehydrate your hamster.,##STEP##Take your hamster to your veterinarian.,##STEP##Feed your hamster fresh produce.,##STEP##Keep your hamster’s water bottle full.,##STEP##Feed your hamster a balanced diet.,##STEP##Don’t let your hamster overheat."
1177,How to Get Rid of Mites in Your Hamster's Cage1,"##STEP##Have a vet diagnose a mite infestation as soon as possible.,##STEP##Follow your vet’s recommendation regarding treatment.,##STEP##Keep any hamsters undergoing treatment in a temporary cage."
1178,How to Get Rid of Mites in Your Hamster's Cage2,"##STEP##Remove all of the used bedding and throw it away.,##STEP##Clean literally everything that will go back into the cage.,##STEP##Clean all the surfaces inside the cage with antibacterial soap.,##STEP##Disinfect the cage with isopropyl alcohol rubbing alcohol.,##STEP##Replace food, water, and any worn toys.,##STEP##Clean the hamster’s cage once a week."
1179,How to Get Rid of Mites in Your Hamster's Cage3,"##STEP##Refill your hamster’s habitat with Aspen shavings.,##STEP##Consider other types of bedding.,##STEP##Use shredded paper temporarily.,##STEP##Freeze new bedding before refilling the habitat.,##STEP##Avoid certain types of widely-available hamster bedding."
1180,How to Get a Hamster out of Hibernation,"##STEP##Know the signs.,##STEP##Watch for movement.,##STEP##Check for signs of breathing.,##STEP##Feel for body warmth.,##STEP##Try body heat.,##STEP##Warm your hamster with a hot water bottle.,##STEP##Use a heating pad.,##STEP##Give your hamster warm milk.,##STEP##Make sure your hamster always has enough food and water.,##STEP##Provide plenty of warm bedding.,##STEP##Give your hamster a more fattening diet.,##STEP##Be proactive during the winter."
1181,How to Keep a Hamster Healthy1,"##STEP##Pick the right cage.,##STEP##Clean the cage regularly.,##STEP##Choose the right bedding.,##STEP##Encourage exercise."
1182,How to Determine if Your Hamster Is Blind,"##STEP##Don't expect your hamster to have human-like vision.,##STEP##Be aware of changes in behavior.,##STEP##Recognize the symptoms of cataracts.,##STEP##Recognize the symptoms of conjunctivitis.,##STEP##Recognize the symptoms of exophthalmos.,##STEP##Recognize the symptoms of glaucoma.,##STEP##Bring your hamster to the vet.,##STEP##Don't worry too much.,##STEP##Don't be surprised by behavioral changes.,##STEP##Make accommodations as necessary."
1183,How to Cure Your Not Moving Hamster1,"##STEP##Ask yourself if the stillness is unexpected.,##STEP##Consider how old your hamster is.,##STEP##Consider the ambient temperature.,##STEP##Assess your hamster's access to food and light."
1184,How to Keep a Hamster Healthy2,"##STEP##Pick quality hamster food.,##STEP##Add fruits and veggies.,##STEP##Provide other table foods.,##STEP##Consider dietary supplements."
1185,How to Keep a Hamster Healthy3,"##STEP##Check your hamster's nose and eyes.,##STEP##Keep an eye on his skin and fur.,##STEP##Check his bottom.,##STEP##Feel for lumps or bumps.,##STEP##Make sure your hamster's weight stays stable.,##STEP##Pay attention to water consumption."
1186,How to Keep a Hamster Healthy4,"##STEP##Trim teeth and nails regularly.,##STEP##Take precautions when introducing a new hamster.,##STEP##Get the right wheel.,##STEP##Supervise your hamster when you let him out of his cage."
1187,How to Cure Your Not Moving Hamster2,"##STEP##Watch your hamster to see if it's breathing.,##STEP##Try to detect a heartbeat.,##STEP##Ignore body heat as an indicator between hibernation and death.,##STEP##Check the hamster's body for stiffness."
1188,How to Cure Your Not Moving Hamster3,"##STEP##Put a hamster that you suspect is hibernating in a warm room.,##STEP##Warm the hamster up, relatively rapidly.,##STEP##Remember that hibernation is a natural process.,##STEP##Remember that hamsters have relatively short lives.,##STEP##Prevent the hamster from hibernating in the future."
1189,How to Diagnose Hamster Respiratory Illnesses,"##STEP##Check your hamster’s eyes and nose.,##STEP##Watch and listen to your hamster breathe.,##STEP##Detect sneezing.,##STEP##Look at your hamster’s hair coat.,##STEP##Observe your hamster’s body condition.,##STEP##Look for shaking and shivering.,##STEP##Determine if your hamster is eating less.,##STEP##Take note of decreased activity.,##STEP##Watch for grumpiness.,##STEP##Take your hamster to your vet.,##STEP##Have your vet examine your hamster.,##STEP##Answer your vet’s questions.,##STEP##Allow your vet to identify the ‘culprit’ organism.,##STEP##Have your vet take x-rays of your hamster."
1190,How to Deal With Your Hamster Dying1,"##STEP##Recognize the signs.,##STEP##Talk to someone who can help.,##STEP##Consider your hamster's suffering.,##STEP##Prepare your friends and family."
1191,How to Care for Your Shocked Hamster,"##STEP##Recognize the signs of shock in your hamster.,##STEP##Warm up your hamster.,##STEP##Move your hamster.,##STEP##Take your hamster to your veterinarian.,##STEP##Make your hamster’s cage safer.,##STEP##Keep a close eye on your hamster during playtime.,##STEP##Supervise children who are handling your hamster."
1192,How to Treat Wet Tail1,"##STEP##Check for the signs of wet tail.,##STEP##Remove fruits and vegetables from the diet.,##STEP##Isolate the sick hamster.,##STEP##Take your little friend to the vet.,##STEP##Ask the vet to hydrate the hamster if necessary.If the hamster is very dehydrated, ask if the vet recommends giving him an injection of saline under the skin.,##STEP##Allow the vet to hospitalize your pet if recommended.,##STEP##Give the hamster its medication at home.If the vet doesn’t recommend hospitalization, you need to be attentive to your pet's medical care at home.,##STEP##Keep the hamster warm.,##STEP##Reduce stress.,##STEP##Practice good hygiene at all times during the care period.,##STEP##Be prepared to make a difficult decision."
1193,How to Feed a Hamster Medicine1,"##STEP##Find a good spot.,##STEP##Prepare the medicine.,##STEP##Restrain the hamster, if need be.,##STEP##Administer the medicine.,##STEP##Reward your hamster."
1194,How to Train Your Hamster to Jump Through a Hoop,"##STEP##Get a hula hoop that is hamster size.,##STEP##Put your hamster on the floor, next to the hoop sitting flat on the floor.,##STEP##Start raising the hula hoop.,##STEP##Try getting your hamster a ball.,##STEP##Advance the stakes."
1195,How to Help a Hamster With Sticky Eye,"##STEP##Check your hamster's eye for foreign objects.,##STEP##Examine your hamster for pink eye.,##STEP##See if your hamster's eyeball is protruding from the socket.,##STEP##Hold your hamster gently.,##STEP##Wet a cotton swab or washcloth with lukewarm water.,##STEP##Hold the cloth or swab on the eye.,##STEP##Wipe away any crust from the eyelid.,##STEP##Open the eye gently.,##STEP##Visit the vet if you have any trouble.,##STEP##Wash around you hamster's eyes regularly."
1196,How to Deal With Your Hamster Dying2,"##STEP##Make your hamster comfortable.,##STEP##Avoid excessive holding.,##STEP##Feed and water appropriately."
1197,How to Deal With Your Hamster Dying3,"##STEP##Acknowledge your grief for the loss of your hamster.,##STEP##Take some time.,##STEP##Talk to friends and family.,##STEP##Memorialize your hamster.,##STEP##Write out your feelings.,##STEP##Reach out to resources."
1198,How to Deal With Your Hamster Dying4,"##STEP##Volunteer at a local shelter.,##STEP##Look for a new friend.,##STEP##Get back to a regular routine.,##STEP##Remember it will be alright."
1199,How to Treat Wet Tail2,"##STEP##Consider the hamster’s breed.,##STEP##Keep an eye on young hamsters.,##STEP##Don’t over-handle newly weaned hamsters.,##STEP##Be aware of gastrointestinal disturbances.Adult hamsters tend to develop the symptoms if the balance of microorganisms in their guts is disturbed.,##STEP##Take the hamster’s other conditions into consideration.It may well be that the gastrointestinal problems arise not from disturbances like stress or diet, but from an underlying medical condition."
1200,How to Feed a Hamster Medicine2,"##STEP##Measure the proper dosage.,##STEP##Dissolve the medicine in water.,##STEP##Dissolve the medicine into food, alternately.,##STEP##Be cautious if administering antibiotics."
1201,How to Feed a Hamster Medicine3,"##STEP##Get instructions from your vet.,##STEP##Prepare your site and supplies.,##STEP##Draw the medicine.,##STEP##Restrain the hamster.,##STEP##Administer the shot."
1202,How to Train Your Hamster to Come when You Call,"##STEP##Make sure that your hamster is familiar with your scent and voice.,##STEP##Get a sunflower seed or any other delicious treat that you know your hamster likes.,##STEP##Move your end at the end of your hamster's cage, opposite of where it is sitting.,##STEP##When your hamster comes to your hand, let it take the treat and eat it.##STEP####STEP##,##STEP##Repeat the above steps several times.,##STEP##After the hamster comes to your hand several times in a row, repeat steps above, except without the treat.,##STEP##Wash your hands to remove any germs or odors that may hurt or scare your hamster.,##STEP##Place a treat in the palm of your hand.##STEP####STEP##,##STEP##Hold your hand at the end of the cage, opposite of where your hamster is sitting.,##STEP##As the hamster comes towards you for the treat, repeat its name several times in a slow and clear manner.,##STEP##Repeat the steps above, but move the treat a little farther from your hamster each time.,##STEP##Soon, you can start calling it towards you without a treat."
1203,How to Train Your Hamster,"##STEP##When you bring your hamster home, leave it alone for a couple of days.,##STEP##Get your hamster used to the sound of your voice.,##STEP##Provide digging opportunities.,##STEP##Put a sunflower seed or a hamster treat in your hand.,##STEP##Teach your hamster some tricks.,##STEP##Do the same thing with other tricks like ""paw"".,##STEP##For ""turn"" or ""roll over,"" put the treat on its backside.,##STEP##Train your hamster about what not to do.,##STEP##Teach your hamster how to jump.,##STEP##Teach your hamster to climb up your shoulder.,##STEP##Use the ""find"" trick.,##STEP##Try giving the hamster a carrot as a treat."
1204,How to Potty Train a Hamster,"##STEP##Look for a plastic litter box at your local pet store.,##STEP##Repurpose a glass dish or bowl.,##STEP##Use plastic tupperware.,##STEP##Try a cardboard box for a cheap, fast option.,##STEP##Use sand for a cheap and convenient option.,##STEP##Look for Critter Litter at your local pet store.,##STEP##Try paper litter.,##STEP##Wait until your hamster chooses his potty corner.,##STEP##Pour the litter in the litter box.,##STEP##Place your hamster in the litter box.,##STEP##Make sure your hamster has a separate sleeping and eating area.,##STEP##Do not be surprised if your hamster uses the litter box to urinate only.,##STEP##Replace the litter with fresh litter once a day."
1205,How to Train a Hamster or a Mouse to Walk on a Tightrope1,"##STEP##Choose the right size rope.,##STEP##Set up the tightrope.Tie a rope between two solid, heavy objects.,##STEP##Place a layer of soft bedding below the tightrope.Even though you’re placing the rope at a low elevation, it’s best to be extra cautious to prevent your mouse from suffering an injury.,##STEP##Ensure your pet will not escape."
1206,How to Teach a Hamster Tricks,"##STEP##Build a good relationship with your hamster.,##STEP##Know your hamster.,##STEP##Be ready to have many days of training and patience ahead of you.,##STEP##Now you're ready for the Circle Trick.,##STEP##Repeat.##STEP####STEP##,##STEP##Repeat again.##STEP####STEP##,##STEP##Repeat for a few days.##STEP####STEP##,##STEP##The next step for the Circle Trick is to hold the treat above the hamster's head and say the training word(s).,##STEP##Another trick is the Hoop trick.,##STEP##It will take a while before your hamster realizes that to get the treat, it has to go THROUGH the hoop, not just struggle until it gets the treat.,##STEP##Repeat until your hamster is a pro!##STEP####STEP##,##STEP##Another trick that isn't really a trick is the Finger trick.,##STEP##Tap your finger in a place wherever you want.,##STEP##Repeat until your are satisfied.##STEP####STEP##,##STEP##So now you know a few basic tricks!"
1207,How to Train a Dwarf Hamster to Recognize Its Name,"##STEP##Use the name frequently.,##STEP##Use a treat to solidify the connection with its name.,##STEP##Wait until it comes to you after calling its name.,##STEP##Keep repeating the name/treat process until you no longer need the treat to lure it out.##STEP####STEP##,##STEP##If your hamster tries to bite you, put some gloves on.,##STEP##Feed your hamster regularly.,##STEP##Have someone else call your hamster's name."
1208,How to Make Your Guinea Pig Comfortable in Its Cage,"##STEP##Consider the size of the cage.,##STEP##Follow the appropriate size guidelines.,##STEP##Think about the location of the cage in your home.,##STEP##Keep the cage safe from children and other pets.,##STEP##Choose a safe spot either inside or outside.,##STEP##Put some bedding in the cage.,##STEP##Provide water.,##STEP##Put a food bowl in the cage.,##STEP##Put food in the cage.,##STEP##Keep the food fresh.,##STEP##Avoid feeding your guinea other foods.,##STEP##Clean the cage regularly.,##STEP##Put some toys in the cage.,##STEP##Provide privacy.,##STEP##Provide love and attention."
1209,How to Toilet Train a Hamster,"##STEP##Obtain a litter box.,##STEP##Observe where you hamster usually eliminates.,##STEP##Set up the litter box.,##STEP##Place the hamster near the litter.,##STEP##Get a clicker.,##STEP##Consider a training area.,##STEP##Establish a positive connection with the clicking sound.,##STEP##Transition into clicking only when your hamster uses his litter box.,##STEP##Reinforce the behavior.,##STEP##Be as persistent as you can.,##STEP##Clean the litter regularly.,##STEP##Use caution when handling your hamster as a form of positive reinforcement.,##STEP##Try some trial and error.,##STEP##Avoid cedar bedding as a form of litter."
1210,How to Train a Hamster or a Mouse to Walk on a Tightrope2,"##STEP##Familiarize your mouse or hamster with rope walking.Putting a few low-hanging, easily accessible ropes in your hamster or mouse’s cage.,##STEP##Earn your pet’s trust.,##STEP##Provide proper motivation.,##STEP##Extend the length that the mouse or hamster must walk.There are two ways to extend the length of rope your pet can walk."
1211,How to Train a Hamster or a Mouse to Walk on a Tightrope3,"##STEP##Be patient.Mice and hamsters, like people, have limited attention spans.,##STEP##Train frequently.,##STEP##Look for signs of stress.,##STEP##Get help."
1212,How to Hold Your Syrian Hamster,"##STEP##Let your hamster get used to his environment.,##STEP##Wait until your hamster is awake.,##STEP##Wash your hands.,##STEP##Sit on the floor.,##STEP##Reach into your hamster’s cage.,##STEP##Hold your hands like a scoop.,##STEP##Lift your hamster out of his cage.,##STEP##Place him back in his cage.,##STEP##Do not leave your hand in your hamster’s cage.,##STEP##Do not grab or scruff your hamster.,##STEP##Do not punish your hamster if he bites."
1213,How to Hold a Hamster,"##STEP##Do not handle him right away.,##STEP##Place your hand in his cage.,##STEP##Entice your hamster with treats.,##STEP##Wash your hands.,##STEP##Let your hamster see your hand.,##STEP##Cup your hamster in the palm of your hands.,##STEP##Lift your hamster out of his cage.,##STEP##Hold your hamster in your lap or close to your chest.,##STEP##Place your hamster back in his cage.,##STEP##Do not hold your hamster when he is sleeping.,##STEP##Do not lift him up high up off the floor.,##STEP##Avoid making kissing noises when you are holding him.,##STEP##Do not scruff your hamster or pick him up by an appendage.,##STEP##Do not punish your hamster."
1214,How to Handle a Hamster Without Being Bitten1,"##STEP##Wash your hands.,##STEP##Avoid sneaking up on them.,##STEP##Lure them into your hand with a treat.,##STEP##Hold them with both hands.,##STEP##Use a “scoop” to transfer them."
1215,How to Catch a Runaway Hamster,"##STEP##Remain calm.,##STEP##Shut the doors.,##STEP##Remove other pets.,##STEP##Search for the hamster.,##STEP##Set out food.,##STEP##Secure the room once you discover it.,##STEP##Leave the cage on the floor.,##STEP##Put out the wheel.,##STEP##Place food in tinfoil.,##STEP##Surround treats with flour.,##STEP##Try a humane mousetrap.,##STEP##Listen for the hamster.,##STEP##Toss a lightweight towel over the hamster.,##STEP##Lure the hamster into a tube.,##STEP##Choose a bucket.,##STEP##Put some food in the bucket.,##STEP##Make stairs for the hamster.,##STEP##Put a piece of paper on the top.,##STEP##Lure the hamster into the bucket.,##STEP##Set a trap in each room.,##STEP##Use a trashcan instead.,##STEP##Make the housing more secure.,##STEP##Check for holes.,##STEP##Secure the cage door.,##STEP##Remove sources of frustration or fear.,##STEP##Check your hamster's comfort levels."
1216,How to Carry a Hamster1,"##STEP##Allow the hamster to adjust to a new home.,##STEP##Allow your hamster to investigate your hand.,##STEP##Wait for the hamster to wake up.,##STEP##Avoid sneaking up on your hamster."
1217,How to Handle a Hamster Without Being Bitten2,"##STEP##Leave them alone for a few days.,##STEP##Talk to your hamster.,##STEP##Get them used to your scent.,##STEP##Set a time.,##STEP##Wear gloves."
1218,How to Handle a Hamster Without Being Bitten3,"##STEP##Go to a quiet place.,##STEP##Interact with your hamster.,##STEP##Blow in their face.,##STEP##Interact with them regularly.,##STEP##Be patient."
1219,How to Stop a Guinea Pig from Shedding1,"##STEP##Brush your guinea pig regularly.,##STEP##Invest in a de-shedding tool.,##STEP##Clean their cage regularly.,##STEP##Remember that guinea pigs are seasonal shedders.,##STEP##Remember that babies shed their baby fur so their adult fur can grow in."
1220,How to Carry a Hamster2,"##STEP##Wash your hands.,##STEP##Put gloves on.,##STEP##Scoop under your hamster with two hands.,##STEP##Place the hamster gently back in the cage."
1221,How to Carry a Hamster3,"##STEP##Hold the hamster close to a surface.,##STEP##Carry the hamster in a cup.,##STEP##Use a hamster carrier.,##STEP##Walk slowly."
1222,How to Stop a Guinea Pig from Shedding2,"##STEP##Give them vitamin C supplements.,##STEP##Make sure they are getting enough protein.,##STEP##Check for fungal infections.,##STEP##Check for parasites.,##STEP##Don’t use cedar chips in their cages.,##STEP##Eliminate stress for your pet."
1223,How to Stop a Guinea Pig from Shedding3,"##STEP##Rule out hormonal imbalances.,##STEP##Have your vet check for Cushing’s disease.,##STEP##Consider pregnancy as a possible cause."
1224,How to Pick a Healthy Hamster,"##STEP##Check if the hamster's rear end is wet.,##STEP##Ask the pet shop/breeder if you can handle the hamsters.,Look for hamsters that have shiny coats, bright eyes, and are generally friendly,##STEP##If the hamster is a bit jumpy at first when you handle him/her, don't worry that is not a bad thing.,##STEP##Choose a hamster that you like."
1225,How to Catch a Hamster,"##STEP##Close all the doors.,##STEP##Plug up any gaps or exits.,##STEP##Warn everyone in the house that the hamster is missing.,##STEP##Look around your hamster’s cage and in his normal hiding spots.,##STEP##Listen for any scratching or chewing sounds in the room.,##STEP##Check for food and poop trails.,##STEP##Use a sunflower seed trail.,##STEP##Make a bucket trap.,##STEP##Leave the cage door open overnight."
1226,How to Make a C and C Cage for a Guinea Pig,"##STEP##Find where you will buy your materials.,##STEP##Decide where you will put the cage.,##STEP##Decide whether you want it to be an open or closed cage (Top or no top).,##STEP##Connect the cube grids with the connectors to form a rectangle shape.,##STEP##Measure the INSIDE of the cubes.,##STEP##Measure and mark the Coroplast.,##STEP##Cut it down to size.,##STEP##Measure and score the Coroplast.,##STEP##Cut the corner 6"" in to make the flap that makes the corner.##STEP####STEP##,Snap the edges to make a box##STEP####STEP##,##STEP##Tape the flaps together with clear packing tape.##STEP####STEP##,##STEP##Finally, Put the box inside the grids and you are done!!"
1227,How to Groom a Guinea Pig1,"##STEP##Brush its hair regularly.,##STEP##Cut your guinea pig’s hair.,##STEP##Trim your guinea pig’s backside.,##STEP##Give it a bath."
1228,How to Make a Guinea Pig Cage1,"##STEP##Plan the hutch.,##STEP##Collect your materials.,##STEP##Build the frame.,##STEP##Install the floor, walls, and roof.,##STEP##Weatherproof the structure."
1229,How to Groom a Guinea Pig2,"##STEP##Know when to trim your animal’s nails.,##STEP##Place the guinea pig in your lap or on a flat surface.,##STEP##Hold its foot.,##STEP##Cut the nail at an angle.,##STEP##Dip its nail in styptic powder if you cut too deeply."
1230,How to Groom a Guinea Pig3,"##STEP##Take care of your guinea pig’s teeth.,##STEP##Check your guinea pig’s ears.,##STEP##Clean its grease gland.,##STEP##Prevent fleas."
1231,How to Make a Guinea Pig Cage2,"##STEP##Sketch out blueprints.,##STEP##Gather materials.,##STEP##Build the frame.,##STEP##Install the wire mesh."
1232,How to Make a Guinea Pig Cage3,"##STEP##Get your materials.,##STEP##Connect the storage cube grids.,##STEP##Measure the inside of the enclosure.,##STEP##Measure, mark, and cut the coroplast to size.,##STEP##Mark and score the coroplast.,##STEP##Make fitted corners.,##STEP##Snap the edges away and tape the flaps.,##STEP##Place the box inside the grid."
1233,How to Cut Guinea Pig Claws,"##STEP##Select a pair of nail clippers.,##STEP##Purchase styptic powder or corn starch, if you do not have them already.,##STEP##Select a hand towel.,##STEP##Prepare the area where you will trim your guinea pig's nails.,##STEP##Take your guinea pig out of his cage.,##STEP##Wrap your guinea pig in the hand towel.,##STEP##Position your guinea pig in your lap.,##STEP##Relax your guinea pig.,##STEP##Choose a leg and gently pull it out.,##STEP##Secure one of his nails.,##STEP##Pick up the nail clippers with your other hand.,##STEP##Identify the quick in the nail.,##STEP##Trim the nail.,##STEP##Proceed with trimming the rest of your guinea pig's nails.,##STEP##Put your guinea pig back in its cage and tidy up the nail trimmings."
1234,How to Bathe a Guinea Pig,"##STEP##Make yourself aware of the risks.,##STEP##Understand when you should bathe your guinea pig.,##STEP##Know what age is safe.,##STEP##Check with a vet.,##STEP##Purchase a suitable shampoo and/or conditioner for your guinea pig.,##STEP##Avoid dust treatments.,##STEP##Select the right bathing container.,##STEP##Wipe your guinea pig over with a damp cloth.,##STEP##Calm your guinea before bathing them.,##STEP##Gather your supplies.,##STEP##Bring your guinea pig over to the bathing area.,##STEP##Fill the washing container with warm water.,##STEP##Gently place your guinea pig in the washing container.,##STEP##Rinse your guinea pig with warm water.,##STEP##Shampoo your guinea pig.,##STEP##Rinse your guinea pig.,##STEP##Place your guinea pig on a clean towel.,##STEP##Wipe your guinea pigs face region.,##STEP##Brush your guinea pig's fur.,##STEP##Use a hair dryer to fully dry your guinea pig.,##STEP##Clean the cage frequently.,##STEP##Spot clean daily.,##STEP##Avoid contact with dirt.,##STEP##Change the type of bedding.,##STEP##Enhance the bedding.,##STEP##Brush your guinea pig's fur."
1235,How to Make a Guinea Pig Toy1,"##STEP##Take a piece of string.,##STEP##Find a carrot that is suitable for the guinea pig.,##STEP##Slide the string through the carrot.##STEP####STEP##,##STEP##Knot it at the bottom so that the carrot stays on the string.,##STEP##Tie the top of the string to the top of the cage.,##STEP##Finished.##STEP####STEP##"
1236,How to Make a Guinea Pig Run,"##STEP##Find a suitable material.,##STEP##Build the cage.,##STEP##Ensure that there are no dangers.,##STEP##Decide between indoors and outdoors.,##STEP##Set up the cage.,##STEP##Lay down something absorbent if inside.,##STEP##Place some toys.,##STEP##Include food and water.,##STEP##Put in play houses.,##STEP##Pick up your guinea pig carefully and carry it to the run.,##STEP##Be patient!,##STEP##Play with your pig!"
1237,How to Keep a Guinea Pig Cage from Stinking1,"##STEP##Make sure you are purchasing the correct brand of bedding for your guinea pig.,##STEP##Keep a box of disposable gloves to use when cleaning your guinea pig's cage.,##STEP##When cleaning your guinea pig's cage, gently take the guinea pig out and set it aside in a box or a playpen where it can't get out or hurt itself."
1238,How to Make a Guinea Pig Toy2,"##STEP##Get some thread/wool.,##STEP##Get some hay and bunch it together.,##STEP##Loop the thread/wool at the top."
1239,How to Make a Guinea Pig Toy3,"##STEP##Find a clean toilet roll.,##STEP##Start layering the rings one of the over, forming a ball shape as you do so.,##STEP##Stuff hay inside of the ball, using a gap.,##STEP##Place in the cage with the guinea pig."
1240,How to Make a Guinea Pig Toy4,"##STEP##Find a clean old sock that is no longer needed.,##STEP##Stuff full of hay.,##STEP##Cut out some holes in different places of the sock.##STEP####STEP##,##STEP##Lay the sock down in the guinea pig's cage."
1241,How to Make a Guinea Pig Toy5,"##STEP##Choose guinea pig safe food, such as carrots (see How to Feed a Guinea Pig for more ideas).,##STEP##Insert a thread hole into each piece of food.,##STEP##Thread the food pieces onto a long piece of string.,##STEP##Hang in place."
1242,How to House a Pet Guinea Pig,"##STEP##Look for the needed supplies for the guinea pig.,##STEP##Buy your housing materials.,##STEP##Purchase food supplies.,##STEP##Purchase a brush.,##STEP##Add the bedding.,##STEP##Place the hide-out, food bowls, and chew toys in the cage.,##STEP##Open the cage and hang the hay rack on the inside of the cage on the cage bars.,##STEP##Fill the food bowls and the hay rack, and make sure the water bottle/s are filled, according to the instructions given with the bottle."
